"tweet_id","twitter_created_at","label","corpus","agreement","votes","score","source"
"933007041098145792","2017-11-21 17:19:47","positive","Zika","88","8","7","twitter"
"934843609702166528","2017-11-26 18:57:39","positive","Zika","78","9","7","twitter"
"935251498522509312","2017-11-27 21:58:28","positive","Zika","78","9","7","twitter"
"1247283011848212483","2020-04-07 00:00:18","neutral","Coronavirus","0","2","0","twitter"
"935194855143243776","2017-11-27 18:13:23","positive","Zika","78","9","7","twitter"
"936696428956651522","2017-12-01 21:40:06","positive","Zika","100","7","7","twitter"
"936674289176150016","2017-12-01 20:12:07","positive","Zika","78","9","7","twitter"
"1247298127616454658","2020-04-07 01:00:21","neutral","Coronavirus","0","2","0","twitter"
"924757837791801346","2017-10-29 23:00:24","positive","Zika","86","7","6","twitter"
"924353126727069701","2017-10-28 21:12:13","positive","Zika","86","7","6","twitter"
"924010329377525760","2017-10-27 22:30:04","positive","Zika","100","6","6","twitter"
"923991634227879936","2017-10-27 21:15:47","positive","Zika","75","8","6","twitter"
"923988280139493377","2017-10-27 21:02:27","positive","Zika","100","6","6","twitter"
"923946346951921664","2017-10-27 18:15:49","positive","Zika","100","6","6","twitter"
"923875193050882048","2017-10-27 13:33:05","positive","Zika","75","8","6","twitter"
"923788914418241537","2017-10-27 07:50:15","positive","Zika","86","7","6","twitter"
"923707510850076675","2017-10-27 02:26:46","positive","Zika","86","7","6","twitter"
"1247298098348601351","2020-04-07 01:00:14","neutral","Coronavirus","0","2","0","twitter"
"923576175586435073","2017-10-26 17:44:54","positive","Zika","86","7","6","twitter"
"1247313137587621889","2020-04-07 02:00:00","neutral","Coronavirus","0","3","0","twitter"
"923529689100152839","2017-10-26 14:40:10","positive","Zika","86","7","6","twitter"
"1247313137491161090","2020-04-07 02:00:00","neutral","Coronavirus","0","2","0","twitter"
"923483089396842501","2017-10-26 11:35:00","positive","Zika","100","6","6","twitter"
"1247313137423888384","2020-04-07 02:00:00","neutral","Coronavirus","0","3","0","twitter"
"923356034873352192","2017-10-26 03:10:08","positive","Zika","86","7","6","twitter"
"1247313136987918336","2020-04-07 02:00:00","neutral","Coronavirus","0","2","0","twitter"
"923221869221859328","2017-10-25 18:17:00","positive","Zika","86","7","6","twitter"
"1247313136442462208","2020-04-07 02:00:00","neutral","Coronavirus","0","2","0","twitter"
"923133209147330560","2017-10-25 12:24:42","positive","Zika","86","7","6","twitter"
"923022303444832256","2017-10-25 05:04:00","positive","Zika","100","6","6","twitter"
"922935433557954562","2017-10-24 23:18:49","positive","Zika","100","6","6","twitter"
"1247313136115384320","2020-04-07 02:00:00","neutral","Coronavirus","0","4","0","twitter"
"922886086942253062","2017-10-24 20:02:44","positive","Zika","100","6","6","twitter"
"922849209006600198","2017-10-24 17:36:11","positive","Zika","100","6","6","twitter"
"922809207346393088","2017-10-24 14:57:14","positive","Zika","86","7","6","twitter"
"1247313135834365953","2020-04-07 02:00:00","neutral","Coronavirus","0","4","0","twitter"
"922636864997257217","2017-10-24 03:32:25","positive","Zika","100","6","6","twitter"
"922598523262160896","2017-10-24 01:00:03","positive","Zika","86","7","6","twitter"
"921751433212583937","2017-10-21 16:54:01","positive","Zika","86","7","6","twitter"
"921495015750275072","2017-10-20 23:55:06","positive","Zika","75","8","6","twitter"
"921441073221767168","2017-10-20 20:20:46","positive","Zika","100","6","6","twitter"
"930485401260879872","2017-11-14 18:19:41","positive","Zika","86","7","6","twitter"
"930441286103990277","2017-11-14 15:24:24","positive","Zika","75","8","6","twitter"
"930430400119353344","2017-11-14 14:41:08","positive","Zika","86","7","6","twitter"
"930350028350279680","2017-11-14 09:21:46","positive","Zika","75","8","6","twitter"
"930269457167147009","2017-11-14 04:01:36","positive","Zika","75","8","6","twitter"
"930191561882660865","2017-11-13 22:52:05","positive","Zika","86","7","6","twitter"
"930140928353988609","2017-11-13 19:30:53","positive","Zika","75","8","6","twitter"
"930086504239640576","2017-11-13 15:54:37","positive","Zika","86","7","6","twitter"
"930085920308629506","2017-11-13 15:52:18","positive","Zika","86","7","6","twitter"
"930082903983304704","2017-11-13 15:40:19","positive","Zika","100","6","6","twitter"
"930067313721839616","2017-11-13 14:38:22","positive","Zika","75","8","6","twitter"
"930041458303811584","2017-11-13 12:55:37","positive","Zika","86","7","6","twitter"
"1247328263178944514","2020-04-07 03:00:06","neutral","Coronavirus","0","2","0","twitter"
"929827433456443392","2017-11-12 22:45:10","positive","Zika","100","6","6","twitter"
"1247328242496876544","2020-04-07 03:00:01","neutral","Coronavirus","0","2","0","twitter"
"929472526111174657","2017-11-11 23:14:53","positive","Zika","75","8","6","twitter"
"929222877500538880","2017-11-11 06:42:52","positive","Zika","100","6","6","twitter"
"929140544969863169","2017-11-11 01:15:43","positive","Zika","86","7","6","twitter"
"929058489036656645","2017-11-10 19:49:39","positive","Zika","75","8","6","twitter"
"928683989350735872","2017-11-09 19:01:31","positive","Zika","86","7","6","twitter"
"928673008771674112","2017-11-09 18:17:53","positive","Zika","86","7","6","twitter"
"928666928784265216","2017-11-09 17:53:44","positive","Zika","100","6","6","twitter"
"928629792357928960","2017-11-09 15:26:10","positive","Zika","75","8","6","twitter"
"928603466288848896","2017-11-09 13:41:33","positive","Zika","75","8","6","twitter"
"1247343357300441088","2020-04-07 04:00:05","neutral","Coronavirus","0","3","0","twitter"
"928593393202188289","2017-11-09 13:01:32","positive","Zika","75","8","6","twitter"
"928422166709772288","2017-11-09 01:41:08","positive","Zika","100","6","6","twitter"
"927862697718362113","2017-11-07 12:38:00","positive","Zika","86","7","6","twitter"
"1247343337201209346","2020-04-07 04:00:00","neutral","Coronavirus","0","2","0","twitter"
"927631730877648896","2017-11-06 21:20:13","positive","Zika","86","7","6","twitter"
"1247343336865689600","2020-04-07 04:00:00","neutral","Coronavirus","0","3","0","twitter"
"1247343336693760000","2020-04-07 04:00:00","neutral","Coronavirus","0","2","0","twitter"
"927417846493335553","2017-11-06 07:10:19","positive","Zika","100","6","6","twitter"
"927177464866136064","2017-11-05 15:15:08","positive","Zika","75","8","6","twitter"
"930888441897869312","2017-11-15 21:01:14","positive","Zika","86","7","6","twitter"
"930855790033940482","2017-11-15 18:51:29","positive","Zika","100","6","6","twitter"
"930848575541653504","2017-11-15 18:22:49","positive","Zika","100","6","6","twitter"
"930796690189312000","2017-11-15 14:56:38","positive","Zika","100","6","6","twitter"
"1247343336354013184","2020-04-07 04:00:00","neutral","Coronavirus","0","3","0","twitter"
"931283473301753857","2017-11-16 23:10:57","positive","Zika","86","7","6","twitter"
"931281803649875978","2017-11-16 23:04:19","positive","Zika","100","6","6","twitter"
"1247358478064193536","2020-04-07 05:00:10","neutral","Coronavirus","0","2","0","twitter"
"1247358475790843904","2020-04-07 05:00:10","neutral","Coronavirus","0","2","0","twitter"
"931185873277906944","2017-11-16 16:43:07","positive","Zika","86","7","6","twitter"
"931182353585754117","2017-11-16 16:29:08","positive","Zika","86","7","6","twitter"
"930221383371681793","2017-11-14 00:50:35","positive","Zika","75","8","6","twitter"
"929229320614182912","2017-11-11 07:08:28","positive","Zika","75","8","6","twitter"
"1247358471969878017","2020-04-07 05:00:09","neutral","Coronavirus","0","3","0","twitter"
"932094305224798208","2017-11-19 04:52:54","positive","Zika","100","6","6","twitter"
"931694725882630144","2017-11-18 02:25:07","positive","Zika","75","8","6","twitter"
"931686648869474304","2017-11-18 01:53:01","positive","Zika","75","8","6","twitter"
"931592671126347778","2017-11-17 19:39:35","positive","Zika","75","8","6","twitter"
"931537836297408512","2017-11-17 16:01:41","positive","Zika","75","8","6","twitter"
"931533447155388416","2017-11-17 15:44:15","positive","Zika","100","6","6","twitter"
"931524733190975488","2017-11-17 15:09:37","positive","Zika","86","7","6","twitter"
"931513479458119680","2017-11-17 14:24:54","positive","Zika","100","6","6","twitter"
"933666939011989504","2017-11-23 13:01:59","positive","Zika","75","8","6","twitter"
"933417028643409920","2017-11-22 20:28:56","positive","Zika","86","7","6","twitter"
"933311211793534981","2017-11-22 13:28:27","positive","Zika","86","7","6","twitter"
"933059417553154048","2017-11-21 20:47:55","positive","Zika","75","8","6","twitter"
"933051150936432640","2017-11-21 20:15:04","positive","Zika","75","8","6","twitter"
"933045764909142017","2017-11-21 19:53:40","positive","Zika","100","6","6","twitter"
"933044070494203904","2017-11-21 19:46:56","positive","Zika","86","7","6","twitter"
"933017308846583814","2017-11-21 18:00:35","positive","Zika","86","7","6","twitter"
"932759075456278529","2017-11-21 00:54:28","positive","Zika","75","8","6","twitter"
"1247373535195979777","2020-04-07 06:00:00","neutral","Coronavirus","0","2","0","twitter"
"1247373535162621952","2020-04-07 06:00:00","neutral","Coronavirus","0","2","0","twitter"
"934942400367267840","2017-11-27 01:30:13","positive","Zika","86","7","6","twitter"
"934914365798670337","2017-11-26 23:38:49","positive","Zika","75","8","6","twitter"
"934896442325397510","2017-11-26 22:27:36","positive","Zika","86","7","6","twitter"
"1247373534436798470","2020-04-07 06:00:00","neutral","Coronavirus","0","2","0","twitter"
"934466958900236289","2017-11-25 18:00:59","positive","Zika","86","7","6","twitter"
"933761006735691776","2017-11-23 19:15:47","positive","Zika","75","8","6","twitter"
"1247388707499409409","2020-04-07 07:00:17","neutral","Coronavirus","0","2","0","twitter"
"936695486647558146","2017-12-01 21:36:21","positive","Zika","86","7","6","twitter"
"936037641308524544","2017-11-30 02:02:19","positive","Zika","100","6","6","twitter"
"1247388670954520584","2020-04-07 07:00:09","neutral","Coronavirus","0","2","0","twitter"
"1114236569794351104","2019-04-05 20:41:14","positive","Zika","86","7","6","twitter"
"1120324891922915332","2019-04-22 15:54:03","positive","Zika","86","7","6","twitter"
"1120702518487547906","2019-04-23 16:54:36","positive","Zika","75","8","6","twitter"
"1125037589067706368","2019-05-05 16:00:38","positive","Zika","100","6","6","twitter"
"1125393528010563585","2019-05-06 15:35:00","positive","Zika","86","7","6","twitter"
"1131299135687200769","2019-05-22 22:41:47","positive","Zika","86","7","6","twitter"
"1138488427429715968","2019-06-11 18:49:27","positive","Zika","86","7","6","twitter"
"1140647305881751552","2019-06-17 17:48:04","positive","Zika","75","8","6","twitter"
"1141179161077264386","2019-06-19 05:01:28","positive","Zika","86","7","6","twitter"
"1141538913154228224","2019-06-20 04:51:00","positive","Zika","86","7","6","twitter"
"1149313677247623170","2019-07-11 15:45:08","positive","Zika","86","7","6","twitter"
"1149653414181105666","2019-07-12 14:15:08","positive","Zika","75","8","6","twitter"
"1149676421511618560","2019-07-12 15:46:33","positive","Zika","86","7","6","twitter"
"1157806219865874432","2019-08-04 02:11:28","positive","Zika","100","6","6","twitter"
"1247403801532862464","2020-04-07 08:00:16","neutral","Coronavirus","0","2","0","twitter"
"924467229382492160","2017-10-29 03:45:37","positive","Zika","100","5","5","twitter"
"924418003151785986","2017-10-29 01:30:01","positive","Zika","83","6","5","twitter"
"924400029967765504","2017-10-29 00:18:36","positive","Zika","100","5","5","twitter"
"924257703953825792","2017-10-28 14:53:03","positive","Zika","83","6","5","twitter"
"924048688066060288","2017-10-28 01:02:29","positive","Zika","83","6","5","twitter"
"923966873552719872","2017-10-27 19:37:23","positive","Zika","83","6","5","twitter"
"923923453962530816","2017-10-27 16:44:51","positive","Zika","83","6","5","twitter"
"923702468566966272","2017-10-27 02:06:44","positive","Zika","100","5","5","twitter"
"1247418930534195200","2020-04-07 09:00:23","neutral","Coronavirus","0","3","0","twitter"
"923664164320575489","2017-10-26 23:34:32","positive","Zika","83","6","5","twitter"
"923658702124707841","2017-10-26 23:12:49","positive","Zika","83","6","5","twitter"
"923649067984572417","2017-10-26 22:34:33","positive","Zika","83","6","5","twitter"
"923596634163781632","2017-10-26 19:06:11","positive","Zika","83","6","5","twitter"
"923569345648844802","2017-10-26 17:17:45","positive","Zika","100","5","5","twitter"
"1247418867397394433","2020-04-07 09:00:08","neutral","Coronavirus","0","2","0","twitter"
"923564937993170944","2017-10-26 17:00:14","positive","Zika","100","5","5","twitter"
"923560825910067200","2017-10-26 16:43:54","positive","Zika","83","6","5","twitter"
"923529916502732801","2017-10-26 14:41:05","positive","Zika","100","5","5","twitter"
"923345936650244097","2017-10-26 02:30:00","positive","Zika","83","6","5","twitter"
"1247418835923349504","2020-04-07 09:00:01","neutral","Coronavirus","0","2","0","twitter"
"923202722937102337","2017-10-25 17:00:56","positive","Zika","100","5","5","twitter"
"923171836581629952","2017-10-25 14:58:12","positive","Zika","100","5","5","twitter"
"923136930535104513","2017-10-25 12:39:29","positive","Zika","83","6","5","twitter"
"922914763021082624","2017-10-24 21:56:41","positive","Zika","83","6","5","twitter"
"922874914096459777","2017-10-24 19:18:20","positive","Zika","83","6","5","twitter"
"922797912165441538","2017-10-24 14:12:21","positive","Zika","83","6","5","twitter"
"922602306960584705","2017-10-24 01:15:05","positive","Zika","100","5","5","twitter"
"922439978587774976","2017-10-23 14:30:03","positive","Zika","83","6","5","twitter"
"922145599679619072","2017-10-22 19:00:18","positive","Zika","83","6","5","twitter"
"1247433948357177346","2020-04-07 10:00:04","neutral","Coronavirus","0","2","0","twitter"
"922032278582149120","2017-10-22 11:30:00","positive","Zika","83","6","5","twitter"
"921909511862079489","2017-10-22 03:22:10","positive","Zika","100","5","5","twitter"
"1247433934570508289","2020-04-07 10:00:00","neutral","Coronavirus","0","2","0","twitter"
"921853819302137856","2017-10-21 23:40:52","positive","Zika","83","6","5","twitter"
"921825616906936321","2017-10-21 21:48:48","positive","Zika","83","6","5","twitter"
"921750698718572544","2017-10-21 16:51:06","positive","Zika","100","5","5","twitter"
"921726223889379328","2017-10-21 15:13:51","positive","Zika","83","6","5","twitter"
"925119656154759169","2017-10-30 22:58:08","positive","Zika","83","6","5","twitter"
"1247449109994377216","2020-04-07 11:00:18","neutral","Coronavirus","0","2","0","twitter"
"925060005895786496","2017-10-30 19:01:06","positive","Zika","100","5","5","twitter"
"930567268227878912","2017-11-14 23:45:00","positive","Zika","100","5","5","twitter"
"930541166050754560","2017-11-14 22:01:17","positive","Zika","83","6","5","twitter"
"930480706991607808","2017-11-14 18:01:02","positive","Zika","83","6","5","twitter"
"1247449097277145088","2020-04-07 11:00:15","neutral","Coronavirus","0","3","0","twitter"
"930449299997110272","2017-11-14 15:56:14","positive","Zika","83","6","5","twitter"
"930420061084504064","2017-11-14 14:00:03","positive","Zika","83","6","5","twitter"
"930419359356456961","2017-11-14 13:57:16","positive","Zika","83","6","5","twitter"
"930373164030447616","2017-11-14 10:53:42","positive","Zika","100","5","5","twitter"
"930346978940260352","2017-11-14 09:09:39","positive","Zika","83","6","5","twitter"
"1247449072824434689","2020-04-07 11:00:10","neutral","Coronavirus","0","2","0","twitter"
"1247464215432044545","2020-04-07 12:00:20","neutral","Coronavirus","0","2","0","twitter"
"930240493123928064","2017-11-14 02:06:31","positive","Zika","83","6","5","twitter"
"930184239349424133","2017-11-13 22:22:59","positive","Zika","83","6","5","twitter"
"1247464187619614720","2020-04-07 12:00:13","neutral","Coronavirus","0","2","0","twitter"
"930110977798000646","2017-11-13 17:31:52","positive","Zika","100","5","5","twitter"
"929831100787986432","2017-11-12 22:59:44","positive","Zika","83","6","5","twitter"
"929102351889248256","2017-11-10 22:43:57","positive","Zika","100","5","5","twitter"
"929097516464951297","2017-11-10 22:24:44","positive","Zika","83","6","5","twitter"
"929010743994929153","2017-11-10 16:39:56","positive","Zika","100","5","5","twitter"
"928976052751360000","2017-11-10 14:22:05","positive","Zika","100","5","5","twitter"
"1247479290977030144","2020-04-07 13:00:14","neutral","Coronavirus","0","2","0","twitter"
"928696686964301824","2017-11-09 19:51:59","positive","Zika","100","5","5","twitter"
"928637995296722945","2017-11-09 15:58:45","positive","Zika","100","5","5","twitter"
"928014797249110017","2017-11-07 22:42:24","positive","Zika","83","6","5","twitter"
"928013062094942208","2017-11-07 22:35:30","positive","Zika","83","6","5","twitter"
"927570008015716352","2017-11-06 17:14:57","positive","Zika","83","6","5","twitter"
"1247479231409303553","2020-04-07 13:00:00","neutral","Coronavirus","0","2","0","twitter"
"930948539500388352","2017-11-16 01:00:02","positive","Zika","83","6","5","twitter"
"930908339340496897","2017-11-15 22:20:18","positive","Zika","83","6","5","twitter"
"930887722650226689","2017-11-15 20:58:22","positive","Zika","100","5","5","twitter"
"930857318022987776","2017-11-15 18:57:33","positive","Zika","83","6","5","twitter"
"930821038484721664","2017-11-15 16:33:24","positive","Zika","83","6","5","twitter"
"930781058320293888","2017-11-15 13:54:32","positive","Zika","83","6","5","twitter"
"929023209323876353","2017-11-10 17:29:28","positive","Zika","83","6","5","twitter"
"931324225389867009","2017-11-17 01:52:53","positive","Zika","83","6","5","twitter"
"1247509443710980096","2020-04-07 15:00:03","neutral","Coronavirus","0","2","0","twitter"
"931149862170750976","2017-11-16 14:20:01","positive","Zika","83","6","5","twitter"
"931928041613414400","2017-11-18 17:52:14","positive","Zika","83","6","5","twitter"
"1247509438396801034","2020-04-07 15:00:02","neutral","Coronavirus","0","2","0","twitter"
"931887279781621760","2017-11-18 15:10:15","positive","Zika","83","6","5","twitter"
"931877091167043584","2017-11-18 14:29:46","positive","Zika","83","6","5","twitter"
"931717821503102976","2017-11-18 03:56:53","positive","Zika","83","6","5","twitter"
"1247509433426432000","2020-04-07 15:00:01","neutral","Coronavirus","0","2","0","twitter"
"931498276578357248","2017-11-17 13:24:30","positive","Zika","83","6","5","twitter"
"1247509431408939012","2020-04-07 15:00:00","neutral","Coronavirus","0","2","0","twitter"
"1247509431220387841","2020-04-07 15:00:00","neutral","Coronavirus","0","2","0","twitter"
"1247524715826036742","2020-04-07 16:00:44","neutral","Coronavirus","0","3","0","twitter"
"933443004458766336","2017-11-22 22:12:09","positive","Zika","83","6","5","twitter"
"933331934637363201","2017-11-22 14:50:48","positive","Zika","100","5","5","twitter"
"1247524708637011968","2020-04-07 16:00:43","neutral","Coronavirus","0","3","0","twitter"
"933304115488313344","2017-11-22 13:00:15","positive","Zika","100","5","5","twitter"
"933289654719098880","2017-11-22 12:02:48","positive","Zika","83","6","5","twitter"
"933127239473991681","2017-11-22 01:17:25","positive","Zika","83","6","5","twitter"
"1247524689699680256","2020-04-07 16:00:38","neutral","Coronavirus","0","2","0","twitter"
"933088180743454720","2017-11-21 22:42:12","positive","Zika","100","5","5","twitter"
"933085171783471104","2017-11-21 22:30:15","positive","Zika","100","5","5","twitter"
"932943720395214853","2017-11-21 13:08:10","positive","Zika","100","5","5","twitter"
"932749872003985409","2017-11-21 00:17:53","positive","Zika","100","5","5","twitter"
"932586935234842624","2017-11-20 13:30:26","positive","Zika","100","5","5","twitter"
"934975907135131649","2017-11-27 03:43:21","positive","Zika","83","6","5","twitter"
"934972816897830912","2017-11-27 03:31:05","positive","Zika","83","6","5","twitter"
"1247524645793718272","2020-04-07 16:00:28","neutral","Coronavirus","0","3","0","twitter"
"934945802115584000","2017-11-27 01:43:44","positive","Zika","83","6","5","twitter"
"1247539759108374530","2020-04-07 17:00:31","neutral","Coronavirus","0","2","0","twitter"
"1247539740330446854","2020-04-07 17:00:26","neutral","Coronavirus","0","3","0","twitter"
"1247539737121804300","2020-04-07 17:00:26","neutral","Coronavirus","0","3","0","twitter"
"934411572381970432","2017-11-25 14:20:54","positive","Zika","83","6","5","twitter"
"1247539730725531650","2020-04-07 17:00:24","neutral","Coronavirus","0","2","0","twitter"
"1247539716020264965","2020-04-07 17:00:21","neutral","Coronavirus","0","2","0","twitter"
"1247539691546533891","2020-04-07 17:00:15","neutral","Coronavirus","0","2","0","twitter"
"935641314888208385","2017-11-28 23:47:27","positive","Zika","83","6","5","twitter"
"1247539678749679621","2020-04-07 17:00:12","neutral","Coronavirus","0","2","0","twitter"
"1247539675876622338","2020-04-07 17:00:11","neutral","Coronavirus","0","2","0","twitter"
"1247554878261600258","2020-04-07 18:00:36","neutral","Coronavirus","0","2","0","twitter"
"935137666320011264","2017-11-27 14:26:08","positive","Zika","83","6","5","twitter"
"1247554854551203840","2020-04-07 18:00:30","neutral","Coronavirus","0","2","0","twitter"
"1247554845135065090","2020-04-07 18:00:28","neutral","Coronavirus","0","2","0","twitter"
"973704629958643713","2018-03-14 00:37:28","positive","Zika","83","6","5","twitter"
"976604848283160576","2018-03-22 00:41:54","positive","Zika","100","5","5","twitter"
"995794415397560320","0000-00-00 00:00:00","positive","Zika","83","6","5","twitter"
"1001587806295265280","0000-00-00 00:00:00","positive","Zika","100","5","5","twitter"
"1247554824545153035","2020-04-07 18:00:23","neutral","Coronavirus","0","2","0","twitter"
"1247569958701273089","2020-04-07 19:00:31","neutral","Coronavirus","0","2","0","twitter"
"1113308888907042817","2019-04-03 07:14:58","positive","Zika","100","5","5","twitter"
"1115351840068112384","2019-04-08 22:32:55","positive","Zika","83","6","5","twitter"
"1115450162908946432","2019-04-09 05:03:37","positive","Zika","83","6","5","twitter"
"1115558512480980992","2019-04-09 12:14:10","positive","Zika","100","5","5","twitter"
"1116068720588333057","2019-04-10 22:01:33","positive","Zika","100","5","5","twitter"
"1116448865429807104","2019-04-11 23:12:06","positive","Zika","83","6","5","twitter"
"1116779869256470529","2019-04-12 21:07:24","positive","Zika","100","5","5","twitter"
"1117554705226522625","2019-04-15 00:26:19","positive","Zika","100","5","5","twitter"
"1247569919501369344","2020-04-07 19:00:22","neutral","Coronavirus","0","2","0","twitter"
"1120378897948868609","2019-04-22 19:28:39","positive","Zika","83","6","5","twitter"
"1120477383113547782","2019-04-23 02:00:00","positive","Zika","83","6","5","twitter"
"1121469183307415558","2019-04-25 19:41:03","positive","Zika","83","6","5","twitter"
"1122873390044450817","2019-04-29 16:40:52","positive","Zika","100","5","5","twitter"
"1124318839909560323","2019-05-03 16:24:34","positive","Zika","100","5","5","twitter"
"1124673795548176384","2019-05-04 15:55:02","positive","Zika","100","5","5","twitter"
"1125279319843057664","2019-05-06 08:01:11","positive","Zika","100","5","5","twitter"
"1247569884906573824","2020-04-07 19:00:13","neutral","Coronavirus","0","3","0","twitter"
"1126822889892786181","2019-05-10 14:14:46","positive","Zika","83","6","5","twitter"
"1127278954069594113","2019-05-11 20:27:01","positive","Zika","83","6","5","twitter"
"1128412367560294401","2019-05-14 23:30:47","positive","Zika","83","6","5","twitter"
"1131703471290368001","2019-05-24 01:28:28","positive","Zika","83","6","5","twitter"
"1132027549012365312","2019-05-24 22:56:14","positive","Zika","83","6","5","twitter"
"1247585084678516736","2020-04-07 20:00:37","neutral","Coronavirus","0","2","0","twitter"
"1136341164326641670","2019-06-05 20:37:00","positive","Zika","83","6","5","twitter"
"1136787118976655362","2019-06-07 02:09:04","positive","Zika","83","6","5","twitter"
